大科目类别,子科目名称,题目类型,题目编号,题目文本,题目答案的汉字长度,题目prompt
科技与工程,大学化学,简答题,38,试述准确度与精密度的关系。,143,"以下是大学化学科目的问题，请解答并把回复控制在143个汉字左右。
试述准确度与精密度的关系。"
科技与工程,大学化学,简答题,39,提高分析结果准确度的方法有哪些？,50,"以下是大学化学科目的问题，请解答并把回复控制在50个汉字左右。
提高分析结果准确度的方法有哪些？"
科技与工程,大学化学,简答题,40,有效数字修约规则有哪些？,148,"以下是大学化学科目的问题，请解答并把回复控制在148个汉字左右。
有效数字修约规则有哪些？"
科技与工程,大学化学,简答题,41,简述滴定分析法的特点。,30,"以下是大学化学科目的问题，请解答并把回复控制在30个汉字左右。
简述滴定分析法的特点。"
科技与工程,大学化学,简答题,42,滴定曲线的特点是什么？,183,"以下是大学化学科目的问题，请解答并把回复控制在183个汉字左右。
滴定曲线的特点是什么？"
科技与工程,大学化学,简答题,43,简述选择指示剂的一般原则。,50,"以下是大学化学科目的问题，请解答并把回复控制在50个汉字左右。
简述选择指示剂的一般原则。"
科技与工程,大学化学,简答题,44,试述适合直接滴定分析的反应需要具备的条件。,96,"以下是大学化学科目的问题，请解答并把回复控制在96个汉字左右。
试述适合直接滴定分析的反应需要具备的条件。"
科技与工程,大学化学,简答题,45,试述分析化学中对基准物质的要求。,132,"以下是大学化学科目的问题，请解答并把回复控制在132个汉字左右。
试述分析化学中对基准物质的要求。"
科技与工程,大学化学,简答题,46,简述标准溶液的配制方法。,118,"以下是大学化学科目的问题，请解答并把回复控制在118个汉字左右。
简述标准溶液的配制方法。"
科技与工程,大学化学,简答题,47,简述分布系数的意义与影响因素。,90,"以下是大学化学科目的问题，请解答并把回复控制在90个汉字左右。
简述分布系数的意义与影响因素。"
科技与工程,大学化学,简答题,48,简述质子条件式的要点。,91,"以下是大学化学科目的问题，请解答并把回复控制在91个汉字左右。
简述质子条件式的要点。"
科技与工程,大学化学,简答题,49,简述酸碱滴定法中缓冲溶液的特点。,58,"以下是大学化学科目的问题，请解答并把回复控制在58个汉字左右。
简述酸碱滴定法中缓冲溶液的特点。"
科技与工程,大学化学,简答题,50,酸碱指示剂的变色原理是什么？,48,"以下是大学化学科目的问题，请解答并把回复控制在48个汉字左右。
酸碱指示剂的变色原理是什么？"
科技与工程,大学化学,简答题,51,简述影响酸碱指示剂变色范围的因素。,217,"以下是大学化学科目的问题，请解答并把回复控制在217个汉字左右。
简述影响酸碱指示剂变色范围的因素。"
科技与工程,大学化学,简答题,52,简述强酸滴定强碱的曲线特征和影响其滴定突跃的因素。,199,"以下是大学化学科目的问题，请解答并把回复控制在199个汉字左右。
简述强酸滴定强碱的曲线特征和影响其滴定突跃的因素。"
科技与工程,大学化学,简答题,53,简述强碱滴定弱酸的滴定曲线特征和影响其滴定突跃的因素。,255,"以下是大学化学科目的问题，请解答并把回复控制在255个汉字左右。
简述强碱滴定弱酸的滴定曲线特征和影响其滴定突跃的因素。"
科技与工程,大学化学,简答题,54,简述非水酸碱滴定中，溶剂的分类。,276,"以下是大学化学科目的问题，请解答并把回复控制在276个汉字左右。
简述非水酸碱滴定中，溶剂的分类。"
科技与工程,大学化学,简答题,55,非水酸碱滴定中，对溶剂有哪些要求？,195,"以下是大学化学科目的问题，请解答并把回复控制在195个汉字左右。
非水酸碱滴定中，对溶剂有哪些要求？"
科技与工程,大学化学,简答题,56,简述非水酸碱滴定的适用范围。,53,"以下是大学化学科目的问题，请解答并把回复控制在53个汉字左右。
简述非水酸碱滴定的适用范围。"
科技与工程,大学化学,简答题,57,简述非水溶液滴定中测定弱碱时常用酸性溶剂的理论依据。,111,"以下是大学化学科目的问题，请解答并把回复控制在111个汉字左右。
简述非水溶液滴定中测定弱碱时常用酸性溶剂的理论依据。"
科技与工程,大学化学,简答题,58,EDTA与大多数金属离子配合物具有什么样的特点？,91,"以下是大学化学科目的问题，请解答并把回复控制在91个汉字左右。
EDTA与大多数金属离子配合物具有什么样的特点？"
科技与工程,大学化学,简答题,59,简述金属指示剂的作用原理和需要具备的条件。,190,"以下是大学化学科目的问题，请解答并把回复控制在190个汉字左右。
简述金属指示剂的作用原理和需要具备的条件。"
科技与工程,大学化学,简答题,60,简述提高配位滴定选择性的方法。,48,"以下是大学化学科目的问题，请解答并把回复控制在48个汉字左右。
简述提高配位滴定选择性的方法。"
科技与工程,大学化学,简答题,61,简述配位滴定方式及适用情况。,138,"以下是大学化学科目的问题，请解答并把回复控制在138个汉字左右。
简述配位滴定方式及适用情况。"
科技与工程,大学化学,简答题,62,简述氧化还原滴定法的特点。,55,"以下是大学化学科目的问题，请解答并把回复控制在55个汉字左右。
简述氧化还原滴定法的特点。"
科技与工程,大学化学,简答题,63,简述电对的电极电位与氧化还原能力的关系和氧化还原反应进行的方向。,106,"以下是大学化学科目的问题，请解答并把回复控制在106个汉字左右。
简述电对的电极电位与氧化还原能力的关系和氧化还原反应进行的方向。"
科技与工程,大学化学,简答题,64,简述影响条件电位的因素。,285,"以下是大学化学科目的问题，请解答并把回复控制在285个汉字左右。
简述影响条件电位的因素。"
科技与工程,大学化学,简答题,65,简述影响氧化还原滴定反应进行的速度的因素。,175,"以下是大学化学科目的问题，请解答并把回复控制在175个汉字左右。
简述影响氧化还原滴定反应进行的速度的因素。"
科技与工程,大学化学,简答题,66,简述氧化还原滴定曲线的特点。,221,"以下是大学化学科目的问题，请解答并把回复控制在221个汉字左右。
简述氧化还原滴定曲线的特点。"
科技与工程,大学化学,简答题,67,试述氧化还原滴定法的指示剂。,338,"以下是大学化学科目的问题，请解答并把回复控制在338个汉字左右。
试述氧化还原滴定法的指示剂。"
科技与工程,大学化学,简答题,68,简述选择氧化还原指示剂的原则。,58,"以下是大学化学科目的问题，请解答并把回复控制在58个汉字左右。
简述选择氧化还原指示剂的原则。"
科技与工程,大学化学,简答题,69,氧化还原滴定前试样预处理的目的是什么？,24,"以下是大学化学科目的问题，请解答并把回复控制在24个汉字左右。
氧化还原滴定前试样预处理的目的是什么？"
科技与工程,大学化学,简答题,70,预处理时所选用的氧化剂或还原剂需满足什么样的条件？,74,"以下是大学化学科目的问题，请解答并把回复控制在74个汉字左右。
预处理时所选用的氧化剂或还原剂需满足什么样的条件？"
科技与工程,大学化学,简答题,71,简述Karl Fisher法测微量水。,142,"以下是大学化学科目的问题，请解答并把回复控制在142个汉字左右。
简述Karl Fisher法测微量水。"
科技与工程,大学化学,简答题,72,简述碘量法的指示剂。,178,"以下是大学化学科目的问题，请解答并把回复控制在178个汉字左右。
简述碘量法的指示剂。"
